/dev/video0,0,Camera TOP,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,Camera TOP,position,07-17-2017,img/cam007-17-2017.jpg
/dev/video0,0,Camera TOP,position,07-16-2017,img/cam007-16-2017.jpg
/dev/video0,0,Camera TOP,position,07-15-2017,img/cam007-15-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
/dev/video0,0,name0,position,07-18-2017,img/cam007-18-2017.jpg
