/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-19-23-08.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-19-23-08.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-19-22-44.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-19-22-43.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-19-22-44.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-19-22-43.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-18-15-51.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-18-15-51.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-18-14-18.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-18-14-18.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-18-09-06.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-18-09-06.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-18-08-54.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-18-08-48.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-18-08-54.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-18-08-48.jpg
/dev/video0,0,Toe,position,07-26-2017,img/cam007-26-2017-16-32-50.jpg
/dev/video1,1,Bottom,position,07-26-2017,img/cam107-26-2017-16-32-50.jpg
